"","Company","Address1","City","State","lat","long"
"1788","Beacon Medical","11 Hastings Dr","Beacon","NY",41.51047,-73.95724
"1789","Green Desert Patient Center Of Peoria, Inc.","9275 W Peoria Ave Ste 3","Peoria","AZ",33.580776,-112.25714
"1790","State Farm Insurance","1 State Farm Plaza","Bloomington","IL",40.47621,-88.955505
"1791","The Loft The Lesbian And Gay Community Services Center Inc","252 Bryant Ave","White Plains","NY",41.02148,-73.74503
"1792","Grant Thornton","175 W Jackson Boulevard Floor 20","Chicago","IL",41.878117,-87.63331
"1793","Surterra Therapeutics","2558 E Fowler Ave","Tampa","FL",28.054502,-82.43184
"1794","Orange County Medical Clinic Pharmacy","101 S Westmoreland Dr Ste 200","Orlando","FL",28.543884,-81.39318
"1795","Daily Nutritionals","103 5Th Ave","New York","NY",40.73826,-73.99197
"1796","Ogilvy & Mather Worldwide, Inc.","636 11Th Avenue The Chocolate Factory","New York","NY",40.763687,-73.99622
"1797","Jds Therapeutics, Llc","1 Manhattanville Rd Ste 104","Purchase","NY",41.025074,-73.71622
"1798","Hometown Pharmacy Inc.","3001 W M 20","New Era","MI",43.569855,-86.35587
"1799","Greenlane Holdings, Inc.","1095 Broken Sound Pkwy Nw Ste 300","Boca Raton","FL",26.400381,-80.11186
"1800","Lehi Valley Trading Company, Inc.","4955 E Mckellips Rd","Mesa","AZ",33.451843,-111.724365
"1801","22Nd Century Group Inc","9530 Main St","Clarence","NY",42.972378,-78.63524
"1802","Chem Rx Corporation","750 Park Pl","Long Beach","NY",40.59337,-73.661224
"1803","Rushmore Compounding","1308 Mount Rushmore Rd","Rapid City","SD",44.073605,-103.2324
"1804","Golden Eagle Enterprises","971 Tenbrook Pl","Columbus","OH",39.932083,-83.11908
"1805","Health Media Ventures Inc.","1271 Avenue Of The Americas","New York","NY",40.760303,-73.98014
"1806","Drug Store News","425 Park Ave","New York","NY",40.74405,-73.98354
"1807","Integris Southwest Medical Center","4401 S Western Ave","Oklahoma City","OK",35.42067,-97.530235
"1808","Grant Thornton","175 W Jackson Boulevard Floor 20","Chicago","IL",41.878117,-87.63331
"1809","Detroit Nutrient Company","26300 Ford Rd 260","Dearborn Heights","MI",42.32646,-83.298294
"1810","Campus Protein, Inc.","79 Madison Ave Fl 2","New York","NY",40.744057,-73.98566
"1811","Berrien County Courthouse","811 Port St","St Joseph","MI",42.11027,-86.47874
"1812","Nhm Distributing","625 W Deer Valley Rd","Phoenix","AZ",33.683723,-112.08172
"1813","Procare Rx Puerto Rico, Llc","3891 Commerce Pkwy","Hollywood","FL",25.97759,-80.28144
"1814","Chesapeake Apothecary","4781 Crain Hwy","White Plains","MD",38.58058,-76.95555
"1815","Advanced Holistic Health, Pllc","901 Stewart Ave #285","Garden City","NY",40.7333,-73.604515
"1816","Andreas","11 N Harrison St","Easton","MD",38.774517,-76.07479
"1817","Accelerated Technologies Holding Corp.","623 Fifth Ave, Tower 24B","New York","NY",40.75936,-73.97659
"1818","Akins Natural Foods","7807 E 51St St","Tulsa","OK",36.08989,-95.89187
"1819","Progressive Pharmacy Inc","7177 Lake Worth Rd","Lake Worth","FL",26.617605,-80.1604
"1820","22Nd Century Group Inc","9530 Main St","Clarence","NY",42.972378,-78.63524
"1821","22Nd Century Technologies Inc.","220 Davidson Ave Ste 118","Somerset","NJ",40.536808,-74.52419
"1822","Advanced Care Provider Network","50680 Corporate Dr","Shelby Township","MI",42.667603,-83.01079
"1823","Safari Club International","4224 W. Henderson Blvd.","Tampa","FL",27.926075,-82.51473
"1824","Health Food Associates, Inc.","7807 E 51St St","Tulsa","OK",36.08989,-95.89187
"1825","Millipore Corporation","9351 Hamman Ave","Pensacola","FL",30.531689,-87.200226
"1826","Validation Technologies, Inc.","6504 E Oberlin Way","Scottsdale","AZ",33.73759,-111.94018
"1827","Alban Muller International","2201 Nw 102 Pl Unit #5","Miami","FL",25.794474,-80.36265
"1828","Kettering Medical Center","3535 Southern Blvd","Kettering","OH",39.69842,-84.1905
"1829","Byrd-Watson South 9Th Drug Company","1200 Main Street","Mount Vernon","IL",38.317524,-88.906105
"1830","Bmr Enterprises","5393 Roosevelt Blvd Ste 2","Jacksonville","FL",30.250881,-81.69839
"1831","The Joint Corp","16767 N Perimeter Drive Suite 240","Scottsdale","AZ",33.639862,-111.89672
"1832","Arizona Biological Control, Inc.","10831 N Mavinee Dr Ste 185","Tucson","AZ",32.402596,-110.94723
"1833","Qiagen Gaithersburg, Inc.","19300 Germantown Rd","Germantown","MD",39.17169,-77.27723
"1834","Babor Cosmetics","580 Village Boulevard","Palm Beach","FL",26.713469,-80.09856
"1835","Berrien County Farm Bur Oil Co","7937 E Main St","Eau Claire","MI",41.98489,-86.26756
"1836","Cle Cigar Company","4650 Nw 74Th Ave","Miami","FL",25.816729,-80.31744
"1837","Altria Group Distribution Company","1000 Primera Blvd 3Rd Fl","Lake Mary","FL",28.765232,-81.34979
"1838","Green Dot Labs","1810 W S 3Rd","Shelbyville","IL",39.403774,-88.81661
"1839","Beltwide Enterprises, Llc","8870 N Himes Ave Ste 353","Tampa","FL",28.035866,-82.50066
"1840","Bay Regional Medical Center","1900 Columbus Ave","Bay City","MI",43.58942,-83.87019
"1841","Ooyala","113 University Pl,","New York","NY",40.73431,-73.99245
"1842","Jds Therapeutics, Llc","1 Manhattanville Rd Ste 104","Purchase","NY",41.025074,-73.71622
"1843","Gar Wood Securities, Llc.","440 S. Lasalle Street Suite 2201","Chicago","IL",41.87636,-87.63176
"1844","Sc Choice Management Corp.","146 Rock Hill Dr","Rock Hill","NY",41.62827,-74.60295
"1845","Mediciti Drug Inc","389 Onderdonk Ave","Flushing","NY",40.707855,-73.91375
"1846","Michigan Pharmacists Association","408 Kalamazoo Plz","Lansing","MI",42.729397,-84.54825
"1847","Medline","1170 S Northpoint Blvd","Waukegan","IL",42.337467,-87.88743
"1848","Beacon Medical","11 Hastings Dr","Beacon","NY",41.51047,-73.95724
"1849","Health Food Associates, Inc.","7807 E 51St St","Tulsa","OK",36.08989,-95.89187
"1850","Universal Beauty Products, Inc.","500 Wall St","Glendale Heights","IL",41.934757,-88.10103
"1851","Nick'S Cigar Company Inc","5150 Nw 167Th St","Hialeah","FL",25.924925,-80.2842
"1852","Jds Therapeutics, Llc","1 Manhattanville Rd Ste 104","Purchase","NY",41.025074,-73.71622
"1853","Babor Cosmetics America Corporation","340 Royal Poinciana Way","Palm Beach","FL",26.718145,-80.043335
"1854","Multiple Sclerosis Center Of Atlanta","9811 Mallard Dr Ste 213","Laurel","MD",39.05547,-76.83781
"1855","Health Media Ventures Inc.","1271 Avenue Of The Americas","New York","NY",40.760303,-73.98014
"1856","Buderer Drug Co","26611 Dixie Hwy Ste 119","Perrysburg","OH",41.540752,-83.634605
"1857","Asa, Inc.","9700 Solar Dr","Tampa","FL",27.94381,-82.34598
"1858","Novo Nordisk Inc.","100 College Road West","Princeton","NJ",40.341694,-74.66631
"1859","Mckesson Specialty Arizona Inc.","4343 N Scottsdale Rd Ste 150","Scottsdale","AZ",33.499294,-111.92609
"1860","Grow West Md Llc","975 Kelly Rd","Cumberland","MD",39.64038,-78.78129
"1861","Dvf Studio, Llc","874 Washington St","New York","NY",40.74121,-74.00729
"1862","Pure Vapor Usa Llp","9376 Transit Rd","East Amherst","NY",43.0249,-78.696945
"1863","Grant Thornton","175 W Jackson Boulevard Floor 20","Chicago","IL",41.878117,-87.63331
"1864","Acaria Health","6923 Lee Vista Blvd","Orlando","FL",28.466124,-81.28778
"1865","Essence Corp","1221 Brickell Avenue Suite 1050","Miami","FL",25.761925,-80.19181
"1866","Fragomen, Del Rey, Bernsen & Loewy, Llp","7 Hanover Sq Ste 800","New York","NY",40.705513,-74.009056
"1867","Meijer Inc","225 N Weber Rd","Bolingbrook","IL",41.692284,-88.12356
"1868","Chestertown Paper Products Co","22590 Bay Shore Rd","Chestertown","MD",39.22738,-76.18823
"1869","Jds Therapeutics, Llc","1 Manhattanville Rd Ste 104","Purchase","NY",41.025074,-73.71622
"1870","Cuenca Cigars, Inc.","1928 Harrison St Ste B","Hollywood","FL",26.010513,-80.145615
"1871","22Nd Century Group Inc","9530 Main St","Clarence","NY",42.972378,-78.63524
"1872","Kiva Brands, Inc.","140 E Union Ave","East Rutherford","NJ",40.828728,-74.10045
"1873","Lehi Valley Trading Company, Inc.","4955 E Mckellips Rd","Mesa","AZ",33.451843,-111.724365
"1874","Nature America, Inc.","75 Varick Street","New York","NY",40.723473,-74.00617
"1875","Acariahealth, Inc.","8427 S Park Circle Suite 400","Orlando","FL",28.442087,-81.42633
"1876","Acaria Health","6923 Lee Vista Blvd","Orlando","FL",28.466124,-81.28778
"1877","Michigan Pharmacists Assn","408 Kalamazoo Plz","Lansing","MI",42.729397,-84.54825
"1878","Rico Tampa Cigar Co Inc","1523 E 7Th Ave","Tampa","FL",27.96028,-82.44263
"1879","Proact, Inc.","29 E Main St","Gouverneur","NY",44.30685,-75.441696
"1880","Blue Dream Vl","910 Haddonfield Berlin Rd Unit 14","Voorhees","NJ",39.85167,-74.98015
"1881","Cosmetic Dermatology, Inc.","8798 Nw 15Th St","Doral","FL",25.787508,-80.33877
"1882","Florida Cancer Specialists, P.L.","3840 Broadway","Fort Myers","FL",26.60667,-81.868286
"1883","Remedi Seniorcare Of Maryland, Llc","9006 Yellow Brick Rd","Baltimore","MD",39.34132,-76.47767
"1884","El-Flaco Palm Corp","5460 Palm Ave","Hialeah","FL",25.872023,-80.28322
"1885","Scal, Inc","860 Summit St Ste 112","Elgin","IL",42.046425,-88.25781
"1886","Camp Drugs Inc","850 18Th Ave","Irvington","NJ",40.737534,-74.22216
"1887","Fl Demeter Inc","44 Noahs Path","Rocky Point","NY",40.959194,-72.941696
"1888","Sixth Street Drugs Inc","1020 Sixth St","Traverse City","MI",44.761635,-85.63984
"1889","Life Extension Foundation","1100 W Commercial Blvd","Fort Lauderdale","FL",26.18833,-80.15795
"1890","Sheralven Enterprises Ltd.","2 Rodeo Dr","Brentwood","NY",40.778103,-73.28882
"1891","Surterra Wellnss-Port St Lucie","7061 S Us Highway 1","Port Saint Lucie","FL",27.334324,-80.32542
"1892","Nabis","1040 Main St","Paterson","NJ",40.89268,-74.15761
"1893","Sandy Cove Ministries","Sandy Cove Ministries 60 Sandy Cove Road","North East","MD",39.541,-75.96856
"1894","Blue Cross & Blue Shield Of Il","1125 Wall St","Jacksonville","IL",39.721737,-90.24539
"1895","County Of Orange, Florida","400 E South St Fl 4","Orlando","FL",28.538338,-81.38409
"1896","Windmill Health Products Llc","10 Henderson Dr","West Caldwell","NJ",40.85922,-74.302734
"1897","Corner Drug Store","100 E Main St","Madill","OK",34.090385,-96.77177
"1898","Caver And Rains Inc","4105 Hospital St Ste 100","Pascagoula","MS",30.373323,-88.534706
"1899","True Value Hardware Stores","20 1St Ave","Denville","NJ",40.892334,-74.47648
"1900","Champlain Valley Physicians Hospital","75 Beekman Street","Plattsburgh","NY",44.700024,-73.46664
"1901","Duffield Thomas Md","446 Bellevue Ave","Trenton","NJ",40.229572,-74.777245
"1902","Blockbuster, Inc.","27942 Woodward Ave","Royal Oak","MI",42.49622,-83.16508
"1903","Omi Industries / Awesome Athlete","18-6 E. Dundee Road","Barrington","IL",42.140408,-88.141075
"1904","Spokes Digital Inc.","523 Alt 19","Palm Harbor","FL",28.073032,-82.76724
"1905","The Joint Corp","16767 N Perimeter Dr Ste 240","Scottsdale","AZ",33.639862,-111.89672
"1906","Jarrettsville Pharmacy Inc","3714 Norrisville Rd","Jarrettsville","MD",39.603386,-76.48066
"1907","Bound Tree Medical, Llc.","5200 Rings Road","Dublin","OH",40.084343,-83.127846
"1908","D & L Trucking And Excavating, Llc.","1595 Se Port St Lucie Blvd","Port St Lucie","FL",27.271257,-80.3033
"1909","Qiagen Gaithersburg, Inc.","19300 Germantown Rd","Germantown","MD",39.17169,-77.27723
"1910","Apogee Pharma, Inc.","147 Mckinley Ave","Albertson","NY",40.768066,-73.65563
"1911","Van Andel Institute","333 Bostwick Ave Ne","Grand Rapids","MI",42.96943,-85.66649
"1912","Global Capital Resource Partners, Llc","300 Alexander Park Dr # 350","Princeton","NJ",40.319145,-74.63323
"1913","Herbal Wellness Center","4126 W Indian School Rd","Phoenix","AZ",33.495052,-111.992584
"1914","Choice Hotels International","10750 Columbia Pike","Silver Spring","MD",39.03217,-77.00401
"1915","Natur-Tyme","5898 Bridge Street","Syracuse","NY",43.056072,-76.066696
"1916","Universal Beauty Products Inc","500 Wall St","Glendale Heights","IL",41.934757,-88.10103
"1917","Tri Towns Pharmacy, Inc.","22 Main St","Westernport","MD",39.484325,-79.04531
"1918","Plus 2, L.L.C.","1081 Indianwood Rd","Lake Orion","MI",42.78896,-83.26663
"1919","Pharmacannis","1010 Lake Street","Oak Park","IL",41.888664,-87.80033
"1920","Joes Smokin Cigars Llc","2293 Saunders Settlement Rd","Sanborn","NY",43.143234,-78.922775
"1921","Jushi Inc","1800 Nw Corporate Blvd Ste 200","Boca Raton","FL",26.3707,-80.1213
"1922","House Of Beauty","3543 Bayhan St","Inkster","MI",42.284554,-83.29692
"1923","Smoke Scene Inc","786 9Th Ave Frnt B","New York","NY",40.764915,-73.98789
"1924","Marando, Incorporated","5033 High Pointe Dr","Pensacola","FL",30.472895,-87.27526
"1925","Bmr Enterprises","5393 Roosevelt Blvd Ste 2","Jacksonville","FL",30.250881,-81.69839
"1926","Cannabis/Marijuana Health Products & Equip, Llc","1710 Kasey Ct Ste A","Kissimmee","FL",28.257803,-81.375946
"1927","Fragomen Partners Llp","7 Hanover Sq","New York","NY",40.705513,-74.009056
"1928","Metallopharm Llc","1790 Riverstone Dr","Delaware","OH",40.18416,-83.06084
"1929","Seward & Kissel Llp","1 Battery Park Plaza","New York","NY",40.704586,-74.01432
"1930","Joes Smokin Cigars Llc","2293 Saunders Settlement Rd","Sanborn","NY",43.143234,-78.922775
"1931","Nsf International","789 N Dixboro Rd","Ann Arbor","MI",42.28668,-83.67156
"1932","Ohiohealth","500 Thomas Ln Ste 2E","Columbus","OH",40.03244,-83.031586
"1933","Berger","555 International Dr Ste 800","Buffalo","NY",42.97335,-78.73362
"1934","City Of Dade City","38042 Pasco Avenue","Dade City","FL",28.363815,-82.18718
"1935","Pine Plains Pharmacy, Inc.","2965 Church St","Pine Plains","NY",41.9797,-73.65631
"1936","Hardee County Health Department","115 K D Revell Rd","Wauchula","FL",27.557384,-81.81314
"1937","Fallston Pharmacy, Inc.","2112 Bel Air Rd Ste 11","Fallston","MD",39.494892,-76.39116
"1938","Direct Action Media","218 E 79Th St","Chicago","IL",41.750866,-87.629776
"1939","Discount Drug Mart Inc","4441 W Franklin St","Bellbrook","OH",39.638012,-84.107704
"1940","Brown Drugs","5106 Southern Blvd","Youngstown","OH",41.04741,-80.65786
"1941","Florence Crittenton","901 North Harris Street","Helena","MT",46.593338,-112.01292
"1942","Pride Industries Inc.","6956 Commercial Ave","Billings","MT",45.731827,-108.594406
"1943","Automatic Data Processing","1 Adp Blvd","Roseland","NJ",40.8165,-74.30418
"1944","Halo Cigs","231 W Parkway Ste 1","Pompton Plains","NJ",40.980267,-74.31149
"1945","Carson Organization , Ltd.","234 W 44Th St","New York","NY",40.757957,-73.987495
"1946","Precision Extraction Solutions","2468 Industrial Row Dr","Troy","MI",42.540627,-83.18436
"1947","Walgreens Boots Alliance Inc","108 Wilmot Rd","Deerfield","IL",42.156742,-87.86737
"1948","Albertsons Grocery Store","10500 Ulmerton Rd","Largo","FL",27.894608,-82.78285
"1949","Sterilizers.Com","1200 E Kibby St # 3","Lima","OH",40.730507,-84.08879
"1950","Diamond Packaging, Inc.","111 Commerce Dr","Rochester","NY",43.080784,-77.64692
"1951","Farmacia Santa Maria, Inc.","1115 New York Ave","Union City","NJ",40.75871,-74.036606
"1952","Becton, Dickinson And Company","7 Loveton Circle","Sparks","MD",39.52015,-76.644714
"1953","Cuenca Cigars, Inc.","1928 Harrison St Ste B","Hollywood","FL",26.010513,-80.145615
"1954","Lonza, Group.","90 Boroline Road","Allendale","NJ",41.038017,-74.11483
"1955","Michigan Heart And Vascular Institute, Inc.","5325 Elliott Dr Ste 203A","Ypsilanti","MI",42.265045,-83.658005
"1956","The Compounding Pharmacy Of Green","4016 Massillon Rd Ste B","Uniontown","OH",40.95251,-81.46585
"1957","Ge Healthcare Holdings Inc","3350 N Ridge Ave","Arlington Heights","IL",42.136917,-87.991425
"1958","Empire Implant Solutions Llc","145 Dwight Park Cir","Syracuse","NY",43.112556,-76.25333
"1959","Lehi Valley Wholesale","4955 E Mckellips Rd","Mesa","AZ",33.451843,-111.724365
"1960","Compania Panamena De Aviacion, S.A.","6205 Blue Lagoon Dr Ste 200","Miami","FL",25.783129,-80.295555
"1961","Cvs Pharmacy # 2231","1300 Woodlane Rd","Mount Holly","NJ",40.005325,-74.76431
"1962","Federation Transportation Services Inc","9901 Donna Klein Blvd Bldg 2","Boca Raton","FL",26.35841,-80.19522
"1963","Andy K'S Dairy & Deli, Inc","295 Main St","Keansburg","NJ",40.44152,-74.12998
"1964","Bowman And Brooke","2901 North Central Avenue","Phoenix","AZ",33.480328,-112.07377
"1965","The Harvard Drug, Group. Llc","31778 Enterprise Drive","Livonia","MI",42.369648,-83.35751
"1966","Bell Flavors & Fragrances","500 Academy Dr","Northbrook","IL",42.14448,-87.85683
"1967","Mister - E - Liquid Llc","632 Plymouth Ave Ne","Grand Rapids","MI",42.974674,-85.625145
"1968","J Pharm Inc","1205 Avenue J","Brooklyn","NY",40.624893,-73.964066
"1969","Helixcare, Inc.","5565 Sterrett Pl","Columbia","MD",39.218887,-76.85777
"1970","Jackson'S Discount Pharmacy Inc","11340 Three Rivers Rd","Gulfport","MS",30.450222,-89.07456
"1971","Lori'S Natural Food Center, Inc.","900 Jefferson Rd","Rochester","NY",43.136368,-77.62892
"1972","Jewel-Osco","8730 W Dempster St","Niles","IL",42.039856,-87.84615
"1973","Automatic Data Processing","1 Adp Blvd","Roseland","NJ",40.8165,-74.30418
"1974","Eco-Cigs, Inc.","3326 Commercial Ave","Northbrook","IL",42.1465,-87.86158
"1975","Tauriga Sciences Inc","555 Madison Ave, 5Th Fl. Ste","New York","NY",40.76113,-73.9732
"1976","Lifeextension Com","1100 West Commercial Boulevard","Ft Lauderdale","FL",26.188332,-80.15793
"1977","Eccthc.Com","6107 Progress Dr","Sterling Heights","MI",42.568176,-83.04667
"1978","Corona Cigar Company","1130 Townpark Ave","Lake Mary","FL",28.788546,-81.356285
"1979","Farmhouse Fresh Goods","125 Moen Avenue","Cranford","NJ",40.644394,-74.284325
"1980","Rite Aid Of Maryland, Inc.","101 Marlboro Ave Ste 15","Easton","MD",38.780254,-76.07867
"1981","Sunday Goods & The Pharm","110 Boggs Ln Ste 289","Cincinnati","OH",39.284546,-84.470795
"1982","Christie Clinic","101 W University Ave","Champaign","IL",40.1163,-88.24365
"1983","Humble Bloom","2921 Wilson Dr Nw","Grand Rapids","MI",43.02069,-85.77997
"1984","Ohiohealth","180 East Broad Street","Columbus","OH",39.96278,-82.99579
"1985","Apogee Pharma, Inc.","147 Mckinley Ave","Albertson","NY",40.768066,-73.65563
"1986","Orange County Health Dept","130 Broadway","Newburgh","NY",41.5001,-74.01231
"1987","Novo Nordisk Inc","100 College Rd W Ste 200","Princeton","NJ",40.341694,-74.66631
"1988","Hillcrest Pharmacy, Inc.","1601 Main St","Woodward","OK",36.43597,-99.39967
"1989","Jinny Beauty Supply","3505 N Kimball Ave","Chicago","IL",41.943874,-87.71262
"1990","Dr. Morrisons Daily Benefit","103 5Th Ave Fl 6","New York","NY",40.73826,-73.99197
"1991","22Nd Century Technologies Inc.","220 Davidson Ave Ste 118","Somerset","NJ",40.536808,-74.52419
"1992","Green Leaf Medical (Gleaf)","7501 Clymer Dr.","Brandywine","MD",38.670055,-76.87777
"1993","Jupiter Medical Center","1210 S Old Dixie Hwy","Jupiter","FL",26.966036,-80.091736
"1994","Cigar Com","28401 N Ballard Dr","Lake Forest","IL",42.275394,-87.89964
"1995","Lifeextension Com","1100 West Commercial Boulevard","Fort Lauderdale","FL",26.188332,-80.15793
"1996","Tobacco Technology, Inc.","600 Liberty Rd","Sykesville","MD",39.41138,-76.97566
"1997","Mymatrixx Company","5706 Benjamin Center Drive Suite 103","Tampa","FL",28.004612,-82.541214
"1998","Healthier Choices Management Corp.","3800 N 28Th Way 1","Hollywood","FL",26.043558,-80.16458
"1999","Medstar Health Inc","5565 Sterrett Place","Columbia","MD",39.218887,-76.85777
"2000","Bell Flavors & Fragrances, Inc.","500 Academy Dr.","Northbrook","IL",42.14448,-87.85683
"2001","Lisa M D Kutas","5333 Mcauley Dr Rm 6003","Ypsilanti","MI",42.26634,-83.65047
"2002","Beauty Bridge, Inc.","88 Park Ave Fl 1","Nutley","NJ",40.810905,-74.14353
"2003","Qiagen Gaithersburg, Inc.","19300 Germantown Rd","Germantown","MD",39.17169,-77.27723
"2004","Renature Skin Care Inc","150 41St St","Brooklyn","NY",40.654785,-74.01278
"2005","Tobacco Cove","5393 Roosevelt Blvd","Jacksonville","FL",30.250881,-81.69839
"2006","Trust For Public Land","20 Community Pl # 7","Morristown","NJ",40.794704,-74.479774
"2007","Gehl Search Partners","1656 Oak Tree Rd Fl 2","Edison","NJ",40.5729,-74.33957
"2008","Arlington Pharmacy, Inc.","106 N Main St","Arlington","OH",40.893055,-83.65101
"2009","State Farm Insurance","1 State Farm Plaza","Bloomington","IL",40.47621,-88.955505
"2010","Verizon Wireless","27460 Chagrin Blvd","Cleveland","OH",41.46233,-81.48491
"2011","Acariahealth, Inc.","8427 S Park Circle Suite 400","Orlando","FL",28.442087,-81.42633
"2012","Blue Dream Vl","910 Haddonfield Berlin Rd Unit 14","Voorhees","NJ",39.85167,-74.98015
"2013","Seward & Kissel Llp","1 Battery Park Plaza","New York","NY",40.704586,-74.01432
"2014","Health Media Ventures Inc.","1271 Avenue Of The Americas","New York","NY",40.760303,-73.98014
"2015","Grant Thornton","175 W Jackson Boulevard Floor 20","Chicago","IL",41.878117,-87.63331
"2016","Compania Panamena De Aviacion, S.A.","6205 Blue Lagoon Dr Ste 200","Miami","FL",25.783129,-80.295555
"2017","U S Tobacco","6620 French Creek Dr","Lansing","MI",42.75051,-84.6464
"2018","Fuzion Vapor Llc","3400 Agricultural Center Dr","Saint Augustine","FL",29.911297,-81.41462
"2019","No Company 3959","855 Hospital Road","Silvis","IL",41.500114,-90.42299
"2020","County Of Okaloosa","1804 Lewis Turner Blvd","Fort Walton Beach","FL",30.460974,-86.62867
"2021","Devoted Creations","3874 Tampa Rd","Oldsmar","FL",28.042158,-82.67368
"2022","Life Extension","3600 West Commercial Blvd","Fort Lauderdale","FL",26.186222,-80.197975
"2023","Novo Nordisk","100 College Road West","Princeton","NJ",40.341694,-74.66631
"2024","Consumer Advocacy Model","1628 Springfield St","Dayton","OH",39.775642,-84.143616
"2025","Cee King Enterprises Inc","8016 Lincoln Ave","Skokie","IL",42.02685,-87.75461
"2026","Neel Sagar Corporation","230 W Monroe St Lbby 1","Chicago","IL",41.88066,-87.63431
"2027","Cato Research","9850 Key West Ave Ste 400","Rockville","MD",39.102276,-77.20866
"2028","Amerisourcebergen Drug Corporation","1 Industrial Park Dr","Williamston","MI",42.68055,-84.28247
"2029","Minds Over Micros Inc","70 W View Dr","Kalispell","MT",48.207047,-114.353615
"2030","Hometown Pharmacy Inc.","60 E 82Nd St","Newaygo","MI",43.404766,-85.799355
"2031","Harvard Drug, Group. Llc","31778 Enterprise Dr","Livonia","MI",42.369648,-83.35751
"2032","Expert Webcast","2634-B Capital Circle Ne","Tallahassee","FL",30.487726,-84.23887
"2033","Eircom Limited","3382 Boomer Rd","Cincinnati","OH",39.18146,-84.59934
"2034","Battelle Memorial Institute Inc","505 King Ave","Columbus","OH",39.990616,-83.01885
"2035","Plainfield Tobacco And Candy Co., Inc.","25 Van Dyke Ave","New Brunswick","NJ",40.484455,-74.475586
"2036","Battelle Memorial Institute","2012 S Tollgate Rd # 206","Bel Air","MD",39.496063,-76.33154
"2037","Adp Llc","1 Adp Blvd","Roseland","NJ",40.8165,-74.30418
"2038","Jane Technologies, Inc.","3104 N Arlington Heights Rd","Arlington Heights","IL",42.13199,-87.98029
"2039","Neogen Corporation","620 Lesher Pl","Lansing","MI",42.739353,-84.539345
"2040","American Green, Inc.","2902 W Virginia Ave","Phoenix","AZ",33.47676,-112.01921
"2041","Catskill Pharmacy Inc","6401C Route 209","Kerhonkson","NY",41.774387,-74.3035
"2042","Accuchex Corporation","6903 Rockledge Dr","Bethesda","MD",39.02875,-77.13881
"2043","22Nd Century Limited, Llc","8560 Main St","Williamsville","NY",42.96514,-78.67508
"2044","Safarieiclubeiinternational","4800 W Gates Pass Rd","Tucson","AZ",32.23342,-111.06705
"2045","Lush Lighting, Inc.","1964 S. 11Th St","Niles","MI",41.794373,-86.24922
"2046","Advanced Health Services Consulting, Inc.","2411 Ne 22 Ave","Lighthouse Point","FL",26.261303,-80.094185
"2047","Akin'S Natural Foods Market","7807 E 51St St","Tulsa","OK",36.08989,-95.89187
"2048","Ing Funds Trust","7337 E Doubletree Ranch Rd","Scottsdale","AZ",33.567226,-111.92302
"2049","Edart Pharmacy, Inc","1 Miranova Pl Apt 2110","Columbus","OH",39.95443,-83.00475
"2050","Novo Nordisk Inc.","100 College Road West","Princeton","NJ",40.341694,-74.66631
"2051","Health Food Associates, Inc.","7807 E 51St St","Tulsa","OK",36.08989,-95.89187
"2052","Bob'S Candy Service Inc","1119 W 9Th St","Yankton","SD",42.87754,-97.41151
"2053","Alereinc.","500 Halls Mill Rd","Freehold","NJ",40.23818,-74.25089
"2054","Kinney Drugs #7","3666 Route 281","Cortland","NY",42.58441,-76.21215
"2055","Cuenca Cigars, Inc.","1928 Harrison St Ste B","Hollywood","FL",26.010513,-80.145615
"2056","County Of Orange, Florida","400 E South St Fl 4","Orlando","FL",28.538338,-81.38409
"2057","Smoke Stack Tobacco Inc","326 Main St","Hackensack","NJ",40.88867,-74.040375
"2058","Southeast Berrien County Landfill","3200 Chamberlain Rd","Buchanan","MI",41.8134,-86.332344
"2059","Berrien County Of","811 Port St ,Ste 306","Saint Joseph","MI",42.11027,-86.47874
"2060","Neel Sagar Corporation","230 W Monroe St Lbby 1","Chicago","IL",41.88066,-87.63431
"2061","Comedy Partners","345 Hudson St Fl 9","New York","NY",40.72751,-74.0073
"2062","Beacon Medical","11 Hastings Dr","Beacon","NY",41.51047,-73.95724
"2063","Trane","5005 Corporate Exchange Blvd Se","Grand Rapids","MI",42.86411,-85.54319
"2064","Henderson Pharmacy Services Inc","186 W Main St","Chillicothe","OH",39.33404,-82.97647
"2065","Deru Pharmacy Inc.","5915 Avenue N","Brooklyn","NY",40.62191,-73.91832
"2066","Northside Oxygen & Medical","702 Wabash Ave","Zanesville","OH",39.969837,-82.010864
"2067","Neel Sagar Corporation","230 W Monroe St Lbby 1","Chicago","IL",41.88066,-87.63431
"2068","Merck Group","2000 Galloping Hill Rd","Kenilworth","NJ",40.6791,-74.27166
"2069","Expocad By A C T Inc","69 S Lasalle Street","Aurora","IL",41.75496,-88.31347
"2070","Bostick'S Prescription Pharmacy, Inc","549 S West St","Piketon","OH",39.06233,-83.01731
"2071","Maddcatt Vapors","13 E Oak Ridge Dr","Hagerstown","MD",39.612312,-77.730255
"2072","Miami-Luken, Inc.","265 S Pioneer Blvd","Springboro","OH",39.55386,-84.256386
"2073","Carekinesis","110 Marter Avenue Suite 309","Moorestown","NJ",39.969894,-74.92057
"2074","R B Watson'S Pharmacy Inc","16 W Wall St","Frostproof","FL",27.746025,-81.530846
"2075","Diamondback Drugs Of Delaware, Llc","7316 E Thomas Rd","Scottsdale","AZ",33.480373,-111.92366
